h3id,avg_congested_prop,max_length,avg_speed,min_median_level,bool_highway,bool_ramps,count_highway,count_streets,count_primary,count_secondary,count_primary_street,count_primary_ramps
898e62c0ea7ffff,3.2541143654114366,1264,2.2997024934736285,1,0,0,0,332,0,0,705,0
898e62d520fffff,10.11997226074896,3239,2.9111752449169828,2,0,0,0,380,0,0,1128,0
898e62d59b7ffff,13.08125,352,1.3543190019063178,3,0,0,0,97,0,0,0,0
898e62d5843ffff,25.779411764705888,644,2.8986621732026134,3,0,0,0,35,0,0,0,0
898e62d5d2fffff,48.509615384615394,1628,2.3952559015059007,1,0,0,0,2,0,0,73,0
898e62c0893ffff,9.083885819521178,5725,2.542557989898527,3,1,1,1008,27,0,0,4911,157
898e62c5687ffff,2.7871416871416868,1470,2.8271249253581527,3,0,0,0,500,0,0,6404,0
898e62d535bffff,3.793988439306359,1584,2.7106264052557867,2,0,0,0,468,0,0,859,0
898e62c092fffff,13.29515050167224,734,2.6947927967728607,1,0,0,0,121,0,0,457,0
898e62c068bffff,16.704545454545453,804,2.2710310478762863,2,0,0,0,76,0,0,48,0
898e62d5907ffff,6.972299168975068,737,1.7837884758746945,1,0,0,0,99,0,0,201,0
898e62d0e3bffff,10.376923076923076,526,2.7297024895721558,2,0,0,0,63,0,0,247,0
898e62c7457ffff,8.841975308641976,9076,2.6410329249427638,1,1,0,1,159,0,0,592,0
898e62d5877ffff,29.58333333333333,399,1.7519868827160492,3,0,0,0,23,0,0,0,0
898e62d5a87ffff,17.057971014492754,695,1.9240225748886444,2,0,0,0,58,0,0,29,0
898e62d5813ffff,9.582113821138213,688,2.02253041727964,1,0,0,0,100,0,0,83,0
898e62c7483ffff,3.7170149253731344,800,1.5975470846370303,3,0,0,0,558,0,0,1083,0
898e62c089bffff,2.729757785467128,1364,2.9660270943939917,2,0,0,0,1782,0,0,2109,0
898e62c56a3ffff,9.044137931034482,1677,2.5264917186738836,3,0,0,0,302,0,0,1035,0
898e62d52a3ffff,24.803324099722985,849,2.0395965295936778,3,0,0,0,58,0,0,110,0
898e62d5917ffff,1.197032211364459,3186,1.8745330992039757,2,0,0,0,4201,0,0,18229,0
898e62c047bffff,6.962637362637363,1413,3.5668110653969514,2,0,0,0,477,0,0,248,0
898e62c0c6bffff,1.8657663188049929,388,1.3388023014531474,3,0,0,0,0,0,0,2653,0
898e62d522bffff,4.5904961565338915,1211,2.2360705114156265,2,0,0,0,239,0,0,977,0
898e62d0e2bffff,50.154761904761905,949,3.544582732082732,2,0,0,0,24,0,0,10,0
898e62c0463ffff,18.3625,473,1.6925738168724282,2,0,0,0,100,0,0,0,0
898e62c0e37ffff,1.843213058419244,1141,2.258788938141642,2,0,0,0,99,0,0,6922,0
898e62d0ea3ffff,74.0,1120,4.387474747474748,2,0,0,0,0,0,0,16,0
898e62d5263ffff,5.848950524737631,790,2.33925391700975,3,0,0,0,0,0,0,1097,0
898e62d5353ffff,71.33333333333333,1307,3.3417746913580246,2,0,0,0,0,0,0,25,0
898e62c74c7ffff,1.8441091954022988,1000,1.3499720509657125,3,0,0,0,115,0,0,2503,0
898e62d59b3ffff,3.0399946495452115,1903,1.7730884028907357,2,0,0,0,12,0,0,2360,0
898e62d0e27ffff,31.07070707070707,392,2.3776669472502805,2,0,0,0,44,0,0,0,0
898e62c0c77ffff,5.992018779342723,5421,2.5577041784481738,3,1,0,60,468,0,0,5585,0
898e62c541bffff,12.719791666666667,2473,3.192427749215644,2,0,0,0,164,0,0,1436,0
